,cell_id,initial_cell_type,banksy_leiden_0.7
aegijpkc-1,aegijpkc-1,Endothelial-Mural Cell,NA
aegiphel-1,aegiphel-1,Myeloid,NA
aegjncek-1,aegjncek-1,Cholangiocyte,NA
aegkchof-1,aegkchof-1,Lymphocyte,NA
aegkjbop-1,aegkjbop-1,Hepatocyte,NA
aegldkbj-1,aegldkbj-1,Hepatocyte,NA
aegmcbjc-1,aegmcbjc-1,Lymphocyte,NA
aegooghp-1,aegooghp-1,Lymphocyte,NA
aegplnfi-1,aegplnfi-1,Lymphocyte,NA
aehageho-1,aehageho-1,Cholangiocyte,NA
aehdbfdh-1,aehdbfdh-1,Hepatocyte,NA
aehdlafo-1,aehdlafo-1,Cholangiocyte,NA
aeheahgp-1,aeheahgp-1,Hepatocyte,NA
aehecjdd-1,aehecjdd-1,Hepatocyte,NA
aehegieo-1,aehegieo-1,Hepatocyte,NA
aehekomk-1,aehekomk-1,Hepatocyte,NA
aehfddea-1,aehfddea-1,Necrosis,NA
aehfmnjf-1,aehfmnjf-1,Cholangiocyte,NA
aehgnjip-1,aehgnjip-1,Hepatocyte,NA
aehhdkoa-1,aehhdkoa-1,Hepatocyte,NA
aehhging-1,aehhging-1,Fibroblast,NA
aehhncoo-1,aehhncoo-1,Hepatocyte,NA
aehhnoil-1,aehhnoil-1,Hepatocyte,NA
aehkehdi-1,aehkehdi-1,Hepatocyte,NA
aehkkpal-1,aehkkpal-1,Lymphocyte,NA
aehlaial-1,aehlaial-1,Hepatocyte,NA
aehlkmae-1,aehlkmae-1,Hepatocyte,NA
aehmmkfp-1,aehmmkfp-1,Hepatocyte,NA
aehpcegl-1,aehpcegl-1,Hepatocyte,NA
aehpcolh-1,aehpcolh-1,Hepatocyte,NA
aeibokni-1,aeibokni-1,Hepatocyte,NA
aeidanei-1,aeidanei-1,Hepatocyte,NA
aeidfigp-1,aeidfigp-1,Hepatocyte,NA
aeigmlod-1,aeigmlod-1,Cholangiocyte,NA
aeiicnip-1,aeiicnip-1,Lymphocyte,NA
aeiipnpj-1,aeiipnpj-1,Lymphocyte,NA
aeilpmho-1,aeilpmho-1,Cholangiocyte,NA
aeimmpbo-1,aeimmpbo-1,Hepatocyte,NA
aeinbpbp-1,aeinbpbp-1,Cholangiocyte,NA
aeinmhhh-1,aeinmhhh-1,Fibroblast,NA
aeiobekb-1,aeiobekb-1,Lymphocyte,NA
aeiojeib-1,aeiojeib-1,Cholangiocyte,NA
aeipcieb-1,aeipcieb-1,Cholangiocyte,NA
aeipemnh-1,aeipemnh-1,Hepatocyte,NA
aejaolll-1,aejaolll-1,Unknown,NA
aejbbcgd-1,aejbbcgd-1,Cholangiocyte,NA
aejbibnc-1,aejbibnc-1,Cholangiocyte,NA
aejbjmjl-1,aejbjmjl-1,Cholangiocyte,NA
aejcgpbo-1,aejcgpbo-1,Cholangiocyte,NA
aejcihdc-1,aejcihdc-1,Hepatocyte,NA
aejcphha-1,aejcphha-1,Hepatocyte,NA
aejdhaik-1,aejdhaik-1,Hepatocyte,NA
aejdnifb-1,aejdnifb-1,Lymphocyte,NA
aejgifph-1,aejgifph-1,Cholangiocyte,NA
aejhhppc-1,aejhhppc-1,Hepatocyte,NA
aejhigph-1,aejhigph-1,Cholangiocyte,NA
aejihnng-1,aejihnng-1,Hepatocyte,NA
aejikohm-1,aejikohm-1,Hepatocyte,NA
aejjnfgm-1,aejjnfgm-1,Hepatocyte,NA
aejkdihe-1,aejkdihe-1,Lymphocyte,NA
aejkldag-1,aejkldag-1,Hepatocyte,NA
aejmdpdi-1,aejmdpdi-1,Hepatocyte,NA
aejmpjdg-1,aejmpjdg-1,Cholangiocyte,NA
aejneocn-1,aejneocn-1,Cholangiocyte,NA
aejodccg-1,aejodccg-1,Necrosis,NA
aejookpm-1,aejookpm-1,Hepatocyte,NA
aejpkncj-1,aejpkncj-1,Hepatocyte,NA
aejpocdi-1,aejpocdi-1,Cholangiocyte,NA
aejppddj-1,aejppddj-1,Hepatocyte,NA
aekakjdf-1,aekakjdf-1,Unknown,NA
aekaofje-1,aekaofje-1,Lymphocyte,NA
aekcdgco-1,aekcdgco-1,Lymphocyte,NA
aekdkigd-1,aekdkigd-1,Lymphocyte,NA
aekecpdf-1,aekecpdf-1,Hepatocyte,NA
aekejlak-1,aekejlak-1,Necrosis,NA
aekfdakl-1,aekfdakl-1,Cholangiocyte,NA
aekgcikf-1,aekgcikf-1,Hepatocyte,NA
aekjagam-1,aekjagam-1,Hepatocyte,NA
aekjmcli-1,aekjmcli-1,Hepatocyte,NA
aeklkbjj-1,aeklkbjj-1,Cholangiocyte,NA
aekmdhgd-1,aekmdhgd-1,Necrosis,NA
aekmepea-1,aekmepea-1,Hepatocyte,NA
aekmidgd-1,aekmidgd-1,Hepatocyte,NA
aekohibf-1,aekohibf-1,Cholangiocyte,NA
aekpcpop-1,aekpcpop-1,Unknown,NA
aekpddoh-1,aekpddoh-1,Hepatocyte,NA
aelabnfg-1,aelabnfg-1,Necrosis,NA
aelbihof-1,aelbihof-1,Hepatocyte,NA
aelbkpco-1,aelbkpco-1,Hepatocyte,NA
aelcikbb-1,aelcikbb-1,Hepatocyte,NA
aelgpdbk-1,aelgpdbk-1,Hepatocyte,NA
aelkdaci-1,aelkdaci-1,Hepatocyte,NA
aelkhaah-1,aelkhaah-1,Hepatocyte,NA
aelkhmhl-1,aelkhmhl-1,Hepatocyte,NA
aellmgkj-1,aellmgkj-1,Hepatocyte,NA
aelncjpm-1,aelncjpm-1,Hepatocyte,NA
aemadnii-1,aemadnii-1,Hepatocyte,NA
aemblfhj-1,aemblfhj-1,Hepatocyte,NA
aemdondg-1,aemdondg-1,Hepatocyte,NA
aemfoohi-1,aemfoohi-1,Hepatocyte,NA
aemhkjhb-1,aemhkjhb-1,Lymphocyte,NA
aemhpnpc-1,aemhpnpc-1,Hepatocyte,NA
aemicehl-1,aemicehl-1,Hepatocyte,NA
aemidcmc-1,aemidcmc-1,Hepatocyte,NA
aemkkjam-1,aemkkjam-1,Hepatocyte,NA
aemlpaff-1,aemlpaff-1,Hepatocyte,NA
aemnobgk-1,aemnobgk-1,Hepatocyte,NA
aenaakco-1,aenaakco-1,Fibroblast,NA
aenanmdl-1,aenanmdl-1,Hepatocyte,NA
aenbfhhk-1,aenbfhhk-1,Hepatocyte,NA
aenbpkpk-1,aenbpkpk-1,Myeloid,NA
aenclkfb-1,aenclkfb-1,Hepatocyte,NA
aendmdnb-1,aendmdnb-1,Hepatocyte,NA
aenepkeg-1,aenepkeg-1,Hepatocyte,NA
aenfjabk-1,aenfjabk-1,Lymphocyte,NA
aengdjig-1,aengdjig-1,Hepatocyte,NA
aenghpan-1,aenghpan-1,Hepatocyte,NA
aenheclc-1,aenheclc-1,Hepatocyte,NA
aenhhdhn-1,aenhhdhn-1,Hepatocyte,NA
aeniemjh-1,aeniemjh-1,Hepatocyte,NA
aenihjij-1,aenihjij-1,Hepatocyte,NA
aenihldn-1,aenihldn-1,Hepatocyte,NA
aenindao-1,aenindao-1,Hepatocyte,NA
aenjieen-1,aenjieen-1,Cholangiocyte,NA
aenjifgi-1,aenjifgi-1,Hepatocyte,NA
aenjjnom-1,aenjjnom-1,Hepatocyte,NA
aenklddm-1,aenklddm-1,Hepatocyte,NA
aenlbcep-1,aenlbcep-1,Hepatocyte,NA
aenlfnlj-1,aenlfnlj-1,Hepatocyte,NA
aenmdfni-1,aenmdfni-1,Lymphocyte,NA
aenmfcan-1,aenmfcan-1,Lymphocyte,NA
aenmnnbe-1,aenmnnbe-1,Lymphocyte,NA
aeoaabbi-1,aeoaabbi-1,Lymphocyte,NA
aeoannpj-1,aeoannpj-1,Lymphocyte,NA
aeoblhhi-1,aeoblhhi-1,Hepatocyte,NA
aeobmafo-1,aeobmafo-1,Hepatocyte,NA
aeocaelo-1,aeocaelo-1,Hepatocyte,NA
aeofnnef-1,aeofnnef-1,Hepatocyte,NA
aeohgdnf-1,aeohgdnf-1,Lymphocyte,NA
aeoilbeh-1,aeoilbeh-1,Hepatocyte,NA
aeompdln-1,aeompdln-1,Hepatocyte,NA
aeonbpbn-1,aeonbpbn-1,Hepatocyte,NA
aeooepoc-1,aeooepoc-1,Hepatocyte,NA
aeopcinn-1,aeopcinn-1,Hepatocyte,NA
aeopnicp-1,aeopnicp-1,Hepatocyte,NA
aepbhkdk-1,aepbhkdk-1,Hepatocyte,NA
aepcbklj-1,aepcbklj-1,Hepatocyte,NA
aepdckeo-1,aepdckeo-1,Hepatocyte,NA
aepdmbod-1,aepdmbod-1,Hepatocyte,NA
aepilopd-1,aepilopd-1,Hepatocyte,NA
aepimhng-1,aepimhng-1,Hepatocyte,NA
aepjdjac-1,aepjdjac-1,Hepatocyte,NA
aepjiikf-1,aepjiikf-1,Hepatocyte,NA
aepkpccn-1,aepkpccn-1,Hepatocyte,NA
aeponlbo-1,aeponlbo-1,Hepatocyte,NA
aeppcdjn-1,aeppcdjn-1,Cholangiocyte,NA
aeppochi-1,aeppochi-1,Cholangiocyte,NA
aepppbnd-1,aepppbnd-1,Hepatocyte,NA
aepppgca-1,aepppgca-1,Hepatocyte,NA
afaabeph-1,afaabeph-1,Cholangiocyte,NA
afaadilh-1,afaadilh-1,Cholangiocyte,NA
afabkngn-1,afabkngn-1,Hepatocyte,NA
afacbphe-1,afacbphe-1,Cholangiocyte,NA
afaciohd-1,afaciohd-1,Hepatocyte,NA
afaeodac-1,afaeodac-1,Hepatocyte,NA
afafdifb-1,afafdifb-1,Hepatocyte,NA
afafeakf-1,afafeakf-1,Hepatocyte,NA
afagmpdb-1,afagmpdb-1,Hepatocyte,NA
afaipigk-1,afaipigk-1,Hepatocyte,NA
afajcbbc-1,afajcbbc-1,Hepatocyte,NA
afakbehg-1,afakbehg-1,Hepatocyte,NA
afalinbk-1,afalinbk-1,Hepatocyte,NA
afamegoa-1,afamegoa-1,Hepatocyte,NA
afamkjnh-1,afamkjnh-1,Hepatocyte,NA
afanjcoh-1,afanjcoh-1,Hepatocyte,NA
afanodea-1,afanodea-1,Hepatocyte,NA
afaobdgp-1,afaobdgp-1,Hepatocyte,NA
afbahico-1,afbahico-1,Hepatocyte,NA
afbaleij-1,afbaleij-1,Hepatocyte,NA
afbcabcc-1,afbcabcc-1,Hepatocyte,NA
afbccpcg-1,afbccpcg-1,Hepatocyte,NA
afbdefep-1,afbdefep-1,Hepatocyte,NA
afbdlmil-1,afbdlmil-1,Hepatocyte,NA
afbepepl-1,afbepepl-1,Hepatocyte,NA
afbhhnnk-1,afbhhnnk-1,Hepatocyte,NA
afbhmceh-1,afbhmceh-1,Hepatocyte,NA
afbhmkhn-1,afbhmkhn-1,Hepatocyte,NA
afbigjkp-1,afbigjkp-1,Hepatocyte,NA
afbiielm-1,afbiielm-1,Hepatocyte,NA
afbijnpn-1,afbijnpn-1,Hepatocyte,NA
afbmegml-1,afbmegml-1,Hepatocyte,NA
afbmfpan-1,afbmfpan-1,Hepatocyte,NA
afbnjdee-1,afbnjdee-1,Hepatocyte,NA
afbobhmc-1,afbobhmc-1,Hepatocyte,NA
afbpkmip-1,afbpkmip-1,Hepatocyte,NA
afcbaopj-1,afcbaopj-1,Hepatocyte,NA
afcbjpbj-1,afcbjpbj-1,Hepatocyte,NA
afceimfm-1,afceimfm-1,Hepatocyte,NA
afcgaclk-1,afcgaclk-1,Myeloid,NA
afcgfmbn-1,afcgfmbn-1,Hepatocyte,NA
afcgomcm-1,afcgomcm-1,Hepatocyte,NA
afcigjha-1,afcigjha-1,Fibroblast,NA
afcijmnc-1,afcijmnc-1,Hepatocyte,NA
afcinaoa-1,afcinaoa-1,Hepatocyte,NA
afckcibf-1,afckcibf-1,Hepatocyte,NA
afckible-1,afckible-1,Hepatocyte,NA
afclcjgj-1,afclcjgj-1,Necrosis,NA
afcleebh-1,afcleebh-1,Cholangiocyte,NA
afclfbep-1,afclfbep-1,Hepatocyte,NA
afcliccn-1,afcliccn-1,Lymphocyte,NA
afcljbbo-1,afcljbbo-1,Necrosis,NA
afcmdkml-1,afcmdkml-1,Necrosis,NA
afcpojba-1,afcpojba-1,Fibroblast,NA
afdadmdk-1,afdadmdk-1,Fibroblast,NA
afdbdhel-1,afdbdhel-1,Hepatocyte,NA
afdbeojf-1,afdbeojf-1,Lymphocyte,NA
afdcggja-1,afdcggja-1,Hepatocyte,NA
afdcgilk-1,afdcgilk-1,Fibroblast,NA
afddcgkd-1,afddcgkd-1,Hepatocyte,NA
afddkfpp-1,afddkfpp-1,Hepatocyte,NA
afddnpcp-1,afddnpcp-1,Cholangiocyte,NA
afdeajfa-1,afdeajfa-1,Unknown,NA
afdeigmc-1,afdeigmc-1,Cholangiocyte,NA
afdgaoco-1,afdgaoco-1,Necrosis,NA
afdhbaaa-1,afdhbaaa-1,Myeloid,NA
afdieama-1,afdieama-1,Necrosis,NA
afdifijm-1,afdifijm-1,Hepatocyte,NA
afdiobci-1,afdiobci-1,Hepatocyte,NA
afdkejki-1,afdkejki-1,Hepatocyte,NA
afdmaehi-1,afdmaehi-1,Hepatocyte,NA
afdmjemp-1,afdmjemp-1,Hepatocyte,NA
afdnenjf-1,afdnenjf-1,Necrosis,NA
afdnjepo-1,afdnjepo-1,Hepatocyte,NA
afdnlmnp-1,afdnlmnp-1,Hepatocyte,NA
afdpafec-1,afdpafec-1,Hepatocyte,NA
afeckhim-1,afeckhim-1,Myeloid,NA
afedmmbp-1,afedmmbp-1,Myeloid,NA
afeegapi-1,afeegapi-1,Fibroblast,NA
afeejlio-1,afeejlio-1,Lymphocyte,NA
afeekaha-1,afeekaha-1,Myeloid,NA
afefeoli-1,afefeoli-1,Lymphocyte,NA
afefogcf-1,afefogcf-1,Hepatocyte,NA
afegoeej-1,afegoeej-1,Hepatocyte,NA
afeicbdb-1,afeicbdb-1,Hepatocyte,NA
afeimkhl-1,afeimkhl-1,Myeloid,NA
afejbldp-1,afejbldp-1,Lymphocyte,NA
afejpgcp-1,afejpgcp-1,Unknown,NA
afeoafga-1,afeoafga-1,Lymphocyte,NA
affbicii-1,affbicii-1,Cholangiocyte,NA
affchhii-1,affchhii-1,Hepatocyte,NA
affdgmeg-1,affdgmeg-1,Hepatocyte,NA
affdlphd-1,affdlphd-1,Cholangiocyte,NA
afffnpne-1,afffnpne-1,Hepatocyte,NA
affgkcmm-1,affgkcmm-1,Hepatocyte,NA
affiakll-1,affiakll-1,Cholangiocyte,NA
affibcml-1,affibcml-1,Hepatocyte,NA
afficdco-1,afficdco-1,Hepatocyte,NA
affjpkgc-1,affjpkgc-1,Hepatocyte,NA
afflefmk-1,afflefmk-1,Hepatocyte,NA
affmahnh-1,affmahnh-1,Hepatocyte,NA
affmckkd-1,affmckkd-1,Hepatocyte,NA
affmkeoh-1,affmkeoh-1,Hepatocyte,NA
affmmhkg-1,affmmhkg-1,Hepatocyte,NA
affmnlnd-1,affmnlnd-1,Hepatocyte,NA
affnmmen-1,affnmmen-1,Hepatocyte,NA
affoepne-1,affoepne-1,Hepatocyte,NA
affoiljj-1,affoiljj-1,Hepatocyte,NA
affpplna-1,affpplna-1,Hepatocyte,NA
afgappml-1,afgappml-1,Hepatocyte,NA
afgbcfpl-1,afgbcfpl-1,Myeloid,NA
afgchljl-1,afgchljl-1,Hepatocyte,NA
afgclkof-1,afgclkof-1,Hepatocyte,NA
afgdeecb-1,afgdeecb-1,Hepatocyte,NA
afgebkeh-1,afgebkeh-1,Hepatocyte,NA
afggcjck-1,afggcjck-1,Hepatocyte,NA
afghpjcm-1,afghpjcm-1,Hepatocyte,NA
afgjcaoa-1,afgjcaoa-1,Hepatocyte,NA
afgkeihd-1,afgkeihd-1,Hepatocyte,NA
afgkeplj-1,afgkeplj-1,Hepatocyte,NA
afglagff-1,afglagff-1,Hepatocyte,NA
afglngof-1,afglngof-1,Hepatocyte,NA
afgnmdae-1,afgnmdae-1,Lymphocyte,NA
afgnmkbe-1,afgnmkbe-1,Hepatocyte,NA
afgpgkih-1,afgpgkih-1,Hepatocyte,NA
afhemdoh-1,afhemdoh-1,Hepatocyte,NA
afhemeha-1,afhemeha-1,Endothelial-Mural Cell,NA
afhfoafa-1,afhfoafa-1,Hepatocyte,NA
afhhgdpj-1,afhhgdpj-1,Hepatocyte,NA
afhhigeg-1,afhhigeg-1,Hepatocyte,NA
afhhlhob-1,afhhlhob-1,Hepatocyte,NA
afhibcjm-1,afhibcjm-1,Hepatocyte,NA
afhigmbk-1,afhigmbk-1,Hepatocyte,NA
afhkiiji-1,afhkiiji-1,Hepatocyte,NA
afhleein-1,afhleein-1,Hepatocyte,NA
afhlmgij-1,afhlmgij-1,Hepatocyte,NA
afhnblom-1,afhnblom-1,Hepatocyte,NA
afhobekm-1,afhobekm-1,Hepatocyte,NA
afhoohfp-1,afhoohfp-1,Hepatocyte,NA
afhpdkfi-1,afhpdkfi-1,Hepatocyte,NA
afhpepde-1,afhpepde-1,Hepatocyte,NA
afiakmln-1,afiakmln-1,Hepatocyte,NA
afiamfba-1,afiamfba-1,Myeloid,NA
afibdgbl-1,afibdgbl-1,Myeloid,NA
aficfkkf-1,aficfkkf-1,Hepatocyte,NA
afidajgm-1,afidajgm-1,Hepatocyte,NA
afidkmpp-1,afidkmpp-1,Hepatocyte,NA
afiecdhb-1,afiecdhb-1,Hepatocyte,NA
afihelmi-1,afihelmi-1,Hepatocyte,NA
afiicche-1,afiicche-1,Hepatocyte,NA
afiicedf-1,afiicedf-1,Hepatocyte,NA
afijcanb-1,afijcanb-1,Fibroblast,NA
afijodjf-1,afijodjf-1,Hepatocyte,NA
afikcdef-1,afikcdef-1,Hepatocyte,NA
afikhnap-1,afikhnap-1,Hepatocyte,NA
afiljpaj-1,afiljpaj-1,Unknown,NA
afilpodg-1,afilpodg-1,Hepatocyte,NA
afindiml-1,afindiml-1,Hepatocyte,NA
afipkkfg-1,afipkkfg-1,Hepatocyte,NA
afipkmgm-1,afipkmgm-1,Myeloid,NA
afjagfkc-1,afjagfkc-1,Hepatocyte,NA
afjceggn-1,afjceggn-1,Hepatocyte,NA
afjcgapa-1,afjcgapa-1,Hepatocyte,NA
afjedjgj-1,afjedjgj-1,Hepatocyte,NA
afjeoiom-1,afjeoiom-1,Hepatocyte,NA
afjfjfjh-1,afjfjfjh-1,Hepatocyte,NA
afjgdpcm-1,afjgdpcm-1,Necrosis,NA
afjgjkbk-1,afjgjkbk-1,Hepatocyte,NA
afjibhid-1,afjibhid-1,Hepatocyte,NA
afjjgnbp-1,afjjgnbp-1,Hepatocyte,NA
afjkimbm-1,afjkimbm-1,Necrosis,NA
afjlonhh-1,afjlonhh-1,Necrosis,NA
afjneokh-1,afjneokh-1,Lymphocyte,NA
afjnmfcg-1,afjnmfcg-1,Myeloid,NA
afjocamf-1,afjocamf-1,Hepatocyte,NA
afjoddlg-1,afjoddlg-1,Hepatocyte,NA
afjolnph-1,afjolnph-1,Hepatocyte,NA
afjppfdm-1,afjppfdm-1,Hepatocyte,NA
afkbjljd-1,afkbjljd-1,Endothelial-Mural Cell,NA
afkcnnhc-1,afkcnnhc-1,Lymphocyte,NA
afkcpgil-1,afkcpgil-1,Lymphocyte,NA
afkdkabo-1,afkdkabo-1,Hepatocyte,NA
afkfklid-1,afkfklid-1,Hepatocyte,NA
afkfpnnh-1,afkfpnnh-1,Myeloid,NA
afkgbgkn-1,afkgbgkn-1,Hepatocyte,NA
afkgdhjf-1,afkgdhjf-1,Hepatocyte,NA
afkghmil-1,afkghmil-1,Hepatocyte,NA
agjjogfp-1,agjjogfp-1,Lymphocyte,NA
agjlbiah-1,agjlbiah-1,Fibroblast,NA
agjmlnag-1,agjmlnag-1,Fibroblast,NA
agjmomig-1,agjmomig-1,Myeloid,NA
agjonijh-1,agjonijh-1,Lymphocyte,NA
agjooidh-1,agjooidh-1,Lymphocyte,NA
agkaiklj-1,agkaiklj-1,Lymphocyte,NA
agkbgpgp-1,agkbgpgp-1,Fibroblast,NA
agkbjmbn-1,agkbjmbn-1,Fibroblast,NA
agkcofla-1,agkcofla-1,Fibroblast,NA
agkcofnd-1,agkcofnd-1,Cholangiocyte,NA
agkdmocf-1,agkdmocf-1,Hepatocyte,NA
agkefbeo-1,agkefbeo-1,Unknown,NA
agkekklh-1,agkekklh-1,Hepatocyte,NA
agkghgpo-1,agkghgpo-1,Hepatocyte,NA
agkhgjgm-1,agkhgjgm-1,Hepatocyte,NA
agkjkbij-1,agkjkbij-1,Hepatocyte,NA
agkkifpd-1,agkkifpd-1,Hepatocyte,NA
agkknafd-1,agkknafd-1,Hepatocyte,NA
agklimjn-1,agklimjn-1,Myeloid,NA
agkmioii-1,agkmioii-1,Fibroblast,NA
agknekjh-1,agknekjh-1,Hepatocyte,NA
agknfpke-1,agknfpke-1,Hepatocyte,NA
agkngpdk-1,agkngpdk-1,Hepatocyte,NA
agknmjjm-1,agknmjjm-1,Lymphocyte,NA
agknonoi-1,agknonoi-1,Hepatocyte,NA
agknpoca-1,agknpoca-1,Hepatocyte,NA
agkofhhm-1,agkofhhm-1,Hepatocyte,NA
agkoladj-1,agkoladj-1,Hepatocyte,NA
agkpdkje-1,agkpdkje-1,Fibroblast,NA
aglaaekn-1,aglaaekn-1,Hepatocyte,NA
aglaldhm-1,aglaldhm-1,Hepatocyte,NA
aglameoi-1,aglameoi-1,Hepatocyte,NA
aglbkdgd-1,aglbkdgd-1,Myeloid,NA
aglcajhh-1,aglcajhh-1,Hepatocyte,NA
aglcgagi-1,aglcgagi-1,Hepatocyte,NA
aglepjel-1,aglepjel-1,Hepatocyte,NA
aglfnhmo-1,aglfnhmo-1,Fibroblast,NA
aglgkifj-1,aglgkifj-1,Hepatocyte,NA
aglipfil-1,aglipfil-1,Hepatocyte,NA
agljekkb-1,agljekkb-1,Hepatocyte,NA
agljhmch-1,agljhmch-1,Hepatocyte,NA
aglkbfgk-1,aglkbfgk-1,Hepatocyte,NA
aglknmea-1,aglknmea-1,Hepatocyte,NA
aglkokjk-1,aglkokjk-1,Lymphocyte,NA
aglljdkn-1,aglljdkn-1,Lymphocyte,NA
aglmcfnk-1,aglmcfnk-1,Lymphocyte,NA
aglndpao-1,aglndpao-1,Fibroblast,NA
aglnemhl-1,aglnemhl-1,Fibroblast,NA
agmbcpoh-1,agmbcpoh-1,Lymphocyte,NA
agmcmacm-1,agmcmacm-1,Fibroblast,NA
agmdbmlj-1,agmdbmlj-1,Myeloid,NA
agmdheij-1,agmdheij-1,Fibroblast,NA
agmeekjc-1,agmeekjc-1,Lymphocyte,NA
agmefohg-1,agmefohg-1,Fibroblast,NA
agmeofnd-1,agmeofnd-1,Fibroblast,NA
agmfijdg-1,agmfijdg-1,Lymphocyte,NA
agmhahec-1,agmhahec-1,Lymphocyte,NA
agmhjnmj-1,agmhjnmj-1,Myeloid,NA
agmimncc-1,agmimncc-1,Lymphocyte,NA
agmjddec-1,agmjddec-1,Hepatocyte,NA
agmjlaff-1,agmjlaff-1,Hepatocyte,NA
agmnfjop-1,agmnfjop-1,Hepatocyte,NA
agmokjim-1,agmokjim-1,Hepatocyte,NA
agmpcgnd-1,agmpcgnd-1,Cholangiocyte,NA
agnaplig-1,agnaplig-1,Hepatocyte,NA
agnbcbkl-1,agnbcbkl-1,Fibroblast,NA
agncecci-1,agncecci-1,Hepatocyte,NA
agndcbok-1,agndcbok-1,Hepatocyte,NA
agneojpc-1,agneojpc-1,Smooth muscle,NA
agnfhpgb-1,agnfhpgb-1,Hepatocyte,NA
agnhhinm-1,agnhhinm-1,Hepatocyte,NA
agnkemad-1,agnkemad-1,Hepatocyte,NA
agnlgfnm-1,agnlgfnm-1,Myeloid,NA
agnmlbma-1,agnmlbma-1,Hepatocyte,NA
agnndoga-1,agnndoga-1,Hepatocyte,NA
agnnifak-1,agnnifak-1,Hepatocyte,NA
agnnnfam-1,agnnnfam-1,Hepatocyte,NA
agnobcnj-1,agnobcnj-1,Lymphocyte,NA
agnogbbc-1,agnogbbc-1,Lymphocyte,NA
agobaali-1,agobaali-1,Fibroblast,NA
agobcnic-1,agobcnic-1,Fibroblast,NA
agobdhga-1,agobdhga-1,Fibroblast,NA
agodbdag-1,agodbdag-1,Lymphocyte,NA
agodemdj-1,agodemdj-1,Myeloid,NA
agodlhgd-1,agodlhgd-1,Fibroblast,NA
agoeccjg-1,agoeccjg-1,Hepatocyte,NA
agoemnig-1,agoemnig-1,Hepatocyte,NA
agofadji-1,agofadji-1,Hepatocyte,NA
agogigbc-1,agogigbc-1,Hepatocyte,NA
agohemfg-1,agohemfg-1,Hepatocyte,NA
agoijfgo-1,agoijfgo-1,Hepatocyte,NA
agojkkcd-1,agojkkcd-1,Hepatocyte,NA
agokacpn-1,agokacpn-1,Lymphocyte,NA
agolkmca-1,agolkmca-1,Lymphocyte,NA
agondcko-1,agondcko-1,Endothelial-Mural Cell,NA
agpaegen-1,agpaegen-1,Lymphocyte,NA
agpcipfb-1,agpcipfb-1,Myeloid,NA
agpckjgg-1,agpckjgg-1,Myeloid,NA
agpfbnkm-1,agpfbnkm-1,Myeloid,NA
agphlaae-1,agphlaae-1,Unknown,NA
agpiiend-1,agpiiend-1,Lymphocyte,NA
agpikgcc-1,agpikgcc-1,Myeloid,NA
agpincfk-1,agpincfk-1,Lymphocyte,NA
agpjaepd-1,agpjaepd-1,Lymphocyte,NA
agpjenld-1,agpjenld-1,Lymphocyte,NA
agplafcc-1,agplafcc-1,Lymphocyte,NA
ahakkldg-1,ahakkldg-1,Myeloid,NA
ahalcpaf-1,ahalcpaf-1,Lymphocyte,NA
ahaligmp-1,ahaligmp-1,Myeloid,NA
ahanamda-1,ahanamda-1,Lymphocyte,NA
ahanekkl-1,ahanekkl-1,Lymphocyte,NA
ahaplboa-1,ahaplboa-1,Lymphocyte,NA
ahbbainj-1,ahbbainj-1,Hepatocyte,NA
ahbeajei-1,ahbeajei-1,Lymphocyte,NA
ahbehcjm-1,ahbehcjm-1,Lymphocyte,NA
ahbhdojg-1,ahbhdojg-1,Lymphocyte,NA
ahbhkpdd-1,ahbhkpdd-1,Cholangiocyte,NA
ahbidjfe-1,ahbidjfe-1,Fibroblast,NA
ahbigfpi-1,ahbigfpi-1,Lymphocyte,NA
ahbipkho-1,ahbipkho-1,Lymphocyte,NA
ahbjfbip-1,ahbjfbip-1,Lymphocyte,NA
ahbkdjcd-1,ahbkdjcd-1,Cholangiocyte,NA
ahbljche-1,ahbljche-1,Lymphocyte,NA
ahbmihge-1,ahbmihge-1,Lymphocyte,NA
ahbmnkbf-1,ahbmnkbf-1,Lymphocyte,NA
ahbnldbl-1,ahbnldbl-1,Cholangiocyte,NA
ahbogfac-1,ahbogfac-1,Lymphocyte,NA
ahbogmhj-1,ahbogmhj-1,Lymphocyte,NA
ahbphibi-1,ahbphibi-1,Myeloid,NA
ahcckopp-1,ahcckopp-1,Cholangiocyte,NA
ahcdhddk-1,ahcdhddk-1,Cholangiocyte,NA
ahcfmnkp-1,ahcfmnkp-1,Cholangiocyte,NA
ahcfpofp-1,ahcfpofp-1,Cholangiocyte,NA
ahckfjlg-1,ahckfjlg-1,Cholangiocyte,NA
ahcmgohb-1,ahcmgohb-1,Cholangiocyte,NA
ahcncdhn-1,ahcncdhn-1,Cholangiocyte,NA
ahdaecpo-1,ahdaecpo-1,Hepatocyte,NA
ahdcdigb-1,ahdcdigb-1,Hepatocyte,NA
ahddmhop-1,ahddmhop-1,Lymphocyte,NA
ahdgmcpf-1,ahdgmcpf-1,Cholangiocyte,NA
ahdjiheo-1,ahdjiheo-1,Hepatocyte,NA
ahdkgbkd-1,ahdkgbkd-1,Necrosis,NA
ahklkkol-1,ahklkkol-1,Myeloid,NA
ahkmipoh-1,ahkmipoh-1,Hepatocyte,NA
ahknkbbp-1,ahknkbbp-1,Fibroblast,NA
